epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1540.68,1.37819,1.22306,0.90392,0.939,0.93137,0.95604,0.44024,1.75742,1.35561,1.01788,0.0015248,0.0015248,0.0015248
26,1599.76,1.24692,1.25236,0.91647,0.972,0.93137,0.96278,0.43267,1.82006,1.29227,1.06421,0.001505,0.001505,0.001505
27,1659.86,1.34679,1.15626,0.9148,0.95974,0.97059,0.9769,0.49902,1.6452,1.1743,1.02284,0.0014852,0.0014852,0.0014852
28,1722.31,1.40595,1.25281,0.94572,0.94054,0.91176,0.95179,0.38249,2.11495,1.2763,1.09865,0.0014654,0.0014654,0.0014654
29,1781.66,1.28163,1.13005,0.90476,0.93995,0.92157,0.95266,0.38421,2.16437,1.27666,1.1175,0.0014456,0.0014456,0.0014456
30,1849.16,1.27664,1.10778,0.89295,0.96816,0.96078,0.96745,0.49413,1.74666,1.19333,1.05924,0.0014258,0.0014258,0.0014258
31,1913.52,1.34114,1.11543,0.90156,0.97696,0.96078,0.96924,0.46533,1.79092,1.19892,1.03952,0.001406,0.001406,0.001406
32,1977.12,1.21936,1.09608,0.8881,0.95946,0.92818,0.94761,0.39707,1.99596,1.19766,1.06442,0.0013862,0.0013862,0.0013862
33,2035.99,1.36821,1.02561,0.90602,0.96974,0.95098,0.95155,0.42612,1.86435,1.15256,1.04415,0.0013664,0.0013664,0.0013664
34,2094.52,1.19433,0.96437,0.89201,0.97983,0.95276,0.97402,0.50156,1.61832,1.05293,1.01522,0.0013466,0.0013466,0.0013466
35,2153.24,1.23694,0.94756,0.923,0.98928,0.97059,0.97566,0.5386,1.42889,1.01402,0.9648,0.0013268,0.0013268,0.0013268
36,2212.09,1.17436,1.00654,0.89944,0.96627,0.94118,0.96127,0.47777,1.68134,1.0475,1.00545,0.001307,0.001307,0.001307
37,2270.72,1.19615,0.92987,0.88035,0.95976,0.95098,0.96106,0.45184,1.75896,1.05348,1.02299,0.0012872,0.0012872,0.0012872
38,2329.59,1.18503,0.93083,0.90007,0.97719,0.97059,0.95881,0.51185,1.53209,0.94145,0.99119,0.0012674,0.0012674,0.0012674
39,2388.97,1.16894,0.99861,0.87831,0.9786,0.97059,0.97193,0.48189,1.67785,0.94359,1.01979,0.0012476,0.0012476,0.0012476
40,2447.91,1.1821,0.91016,0.89658,0.97881,0.97059,0.97261,0.46701,1.75513,0.99653,1.05588,0.0012278,0.0012278,0.0012278
41,2506.61,1.13303,0.87848,0.86865,0.97879,0.96078,0.96266,0.46964,1.6879,0.98308,1.04388,0.001208,0.001208,0.001208
42,2566.04,1.25386,0.93904,0.89097,0.97794,0.96078,0.9617,0.46419,1.68863,0.9542,1.04719,0.0011882,0.0011882,0.0011882
43,2628.25,1.28109,0.99356,0.94016,0.94114,0.9405,0.93335,0.42342,1.88619,1.00119,1.0814,0.0011684,0.0011684,0.0011684
44,2687.69,1.15882,0.84514,0.85946,0.95773,0.95098,0.95586,0.46214,1.81669,0.93474,1.06949,0.0011486,0.0011486,0.0011486
45,2746.66,1.14742,0.83808,0.89295,0.96279,0.94118,0.95808,0.39168,2.03444,1.0159,1.10866,0.0011288,0.0011288,0.0011288
46,2805.51,1.07929,0.81342,0.87684,0.95995,0.93986,0.94183,0.37611,2.09703,1.03649,1.11818,0.001109,0.001109,0.001109
47,2864.85,1.07908,0.83678,0.86605,0.96968,0.94049,0.95073,0.41782,1.92798,0.99484,1.07072,0.0010892,0.0010892,0.0010892
48,2924.08,1.15109,0.82524,0.87968,0.95781,0.92157,0.9571,0.44918,1.80647,0.97555,1.08724,0.0010694,0.0010694,0.0010694
49,2983.06,1.11458,0.81179,0.85146,0.95954,0.93002,0.95616,0.43792,1.86219,1.02999,1.11506,0.0010496,0.0010496,0.0010496
50,3041.66,1.08941,0.74654,0.8771,0.94696,0.94118,0.95408,0.46287,1.83924,1.01351,1.0675,0.0010298,0.0010298,0.0010298
51,3100.57,1.04951,0.74681,0.86596,0.99816,0.97059,0.98485,0.55811,1.53916,0.86466,1.01084,0.00101,0.00101,0.00101
52,3159.38,1.08598,0.74934,0.87746,0.98981,0.98039,0.98455,0.50126,1.78871,0.90319,1.05185,0.0009902,0.0009902,0.0009902
53,3217.79,1.06221,0.76696,0.89063,0.98908,0.98039,0.98475,0.48433,1.79444,0.89082,1.04504,0.0009704,0.0009704,0.0009704
54,3277.31,1.11781,0.73261,0.91571,0.98886,0.98039,0.98484,0.53133,1.59392,0.81972,0.98195,0.0009506,0.0009506,0.0009506
55,3336.88,1.10391,0.72747,0.87636,0.98964,0.97059,0.97912,0.4827,1.75097,0.90427,1.02957,0.0009308,0.0009308,0.0009308
56,3393.94,1.01214,0.72647,0.88626,0.98885,0.96078,0.9787,0.45491,1.86201,0.94181,1.05414,0.000911,0.000911,0.000911
57,3450.61,1.02539,0.71391,0.87395,0.99882,0.97059,0.98262,0.50257,1.70815,0.91477,1.02072,0.0008912,0.0008912,0.0008912
58,3511.04,1.06392,0.72197,0.88591,0.99835,0.97059,0.98476,0.49444,1.74743,0.95313,1.03273,0.0008714,0.0008714,0.0008714
59,3571.46,1.0709,0.7233,0.85657,1,0.97858,0.98505,0.47666,1.82905,0.85356,1.04155,0.0008516,0.0008516,0.0008516
60,3631.87,1.06257,0.72093,0.87769,0.97855,0.97059,0.97672,0.50224,1.72634,0.84608,1.01181,0.0008318,0.0008318,0.0008318
61,3690.78,1.03638,0.66766,0.87564,0.98251,0.96078,0.97649,0.4942,1.75575,0.83034,1.01063,0.000812,0.000812,0.000812
62,3748.56,0.95327,0.67429,0.85321,0.97918,0.97059,0.97822,0.51049,1.69884,0.80214,1.00158,0.0007922,0.0007922,0.0007922
63,3806.48,0.96107,0.6716,0.83623,0.98927,0.98039,0.97823,0.49532,1.74486,0.86857,1.01238,0.0007724,0.0007724,0.0007724
64,3865.38,0.96972,0.68824,0.83643,0.98908,0.98039,0.97716,0.49465,1.7007,0.87547,1.02151,0.0007526,0.0007526,0.0007526
65,3926.76,1.03151,0.66195,0.86793,0.98901,0.98039,0.97697,0.49567,1.72467,0.86866,1.0326,0.0007328,0.0007328,0.0007328
66,3985.15,0.98288,0.65635,0.86857,0.97928,0.97059,0.97189,0.47419,1.80637,0.84904,1.03904,0.000713,0.000713,0.000713
67,4041.97,0.9179,0.61726,0.86883,0.98934,0.98039,0.97719,0.51836,1.63163,0.78473,0.99651,0.0006932,0.0006932,0.0006932
68,4100.29,0.98803,0.65973,0.87042,0.98271,0.97059,0.9845,0.59611,1.4336,0.78492,0.96442,0.0006734,0.0006734,0.0006734
69,4158.94,0.93852,0.64161,0.85551,0.98532,0.97059,0.98439,0.5981,1.44426,0.76655,0.96313,0.0006536,0.0006536,0.0006536
70,4218.86,0.98402,0.64719,0.85328,0.99136,0.96078,0.98503,0.53018,1.66961,0.80962,1.00329,0.0006338,0.0006338,0.0006338
71,4277.67,1.0144,0.63942,0.85305,0.99923,0.97059,0.98545,0.53175,1.63266,0.79401,0.99933,0.000614,0.000614,0.000614
72,4337.05,1.02912,0.69839,0.83251,0.98942,0.98039,0.98568,0.58952,1.43691,0.73902,0.9625,0.0005942,0.0005942,0.0005942
73,4395.55,1.0333,0.67105,0.86219,0.9894,0.98039,0.98564,0.585,1.46755,0.72609,0.96233,0.0005744,0.0005744,0.0005744
74,4454.18,0.95666,0.63968,0.84738,0.99385,0.97059,0.98545,0.52912,1.70612,0.7619,0.99934,0.0005546,0.0005546,0.0005546
75,4513.57,0.98953,0.6513,0.84319,0.98749,0.97059,0.97306,0.50491,1.74709,0.76372,1.00592,0.0005348,0.0005348,0.0005348
76,4572.47,0.85246,0.61427,0.83191,0.98148,0.97059,0.97346,0.54884,1.56381,0.78874,0.96874,0.000515,0.000515,0.000515
77,4631.03,0.97107,0.65388,0.80654,0.98395,0.97059,0.97595,0.55165,1.59417,0.76537,0.9686,0.0004952,0.0004952,0.0004952
78,4690,0.96605,0.59362,0.84998,0.98625,0.97059,0.97657,0.50548,1.75153,0.74603,0.99971,0.0004754,0.0004754,0.0004754
79,4749.02,0.87279,0.58904,0.83951,0.99008,0.98039,0.98621,0.51005,1.7376,0.7583,0.99806,0.0004556,0.0004556,0.0004556
80,4808.19,0.93588,0.60265,0.84842,0.98928,0.98039,0.98575,0.53121,1.66909,0.73408,0.98357,0.0004358,0.0004358,0.0004358
81,4866.7,0.93288,0.58632,0.84464,0.98925,0.98039,0.98556,0.51474,1.7257,0.74476,0.99495,0.000416,0.000416,0.000416
82,4925.87,0.89039,0.58847,0.83687,0.99,0.97036,0.97097,0.49784,1.75479,0.75205,1.00716,0.0003962,0.0003962,0.0003962
83,4984.69,0.89408,0.60665,0.84595,0.98178,0.97059,0.97302,0.5421,1.60918,0.73555,0.99099,0.0003764,0.0003764,0.0003764
84,5043.6,0.9217,0.58976,0.8399,0.97976,0.97059,0.97605,0.59511,1.47539,0.69785,0.962,0.0003566,0.0003566,0.0003566
85,5102.9,0.92826,0.57939,0.86729,0.9799,0.97059,0.98241,0.59315,1.49586,0.69348,0.96272,0.0003368,0.0003368,0.0003368
86,5162.22,0.96954,0.61675,0.82513,0.98472,0.97059,0.97802,0.5502,1.66923,0.73615,0.99466,0.000317,0.000317,0.000317
87,5221.08,0.98128,0.58814,0.83629,0.98578,0.97059,0.97795,0.52993,1.72655,0.75956,1.00271,0.0002972,0.0002972,0.0002972
88,5280.41,0.93796,0.58538,0.84005,0.9856,0.97059,0.97785,0.55889,1.62779,0.73654,0.98593,0.0002774,0.0002774,0.0002774
89,5339.24,0.8901,0.60459,0.84847,0.98409,0.97059,0.97768,0.57027,1.55984,0.7211,0.97761,0.0002576,0.0002576,0.0002576
90,5398.7,0.89611,0.60118,0.8343,0.99087,0.98039,0.98754,0.58619,1.52266,0.70752,0.97469,0.0002378,0.0002378,0.0002378
91,5457.63,0.7808,0.60095,0.87269,0.98015,0.97059,0.97698,0.56467,1.56768,0.7211,0.98089,0.000218,0.000218,0.000218
92,5516.27,0.81149,0.62291,0.81578,0.97926,0.97059,0.98095,0.54888,1.60998,0.71735,0.98064,0.0001982,0.0001982,0.0001982
93,5574.89,0.78139,0.57486,0.87098,0.97933,0.97059,0.97901,0.53612,1.60519,0.70614,0.97585,0.0001784,0.0001784,0.0001784
94,5633.95,0.76884,0.58441,0.80826,0.97939,0.97059,0.97924,0.53891,1.58509,0.69408,0.97147,0.0001586,0.0001586,0.0001586
95,5692.44,0.79464,0.63167,0.8221,0.97939,0.97059,0.97907,0.53894,1.57563,0.68836,0.96989,0.0001388,0.0001388,0.0001388
96,5751.37,0.75932,0.55931,0.82294,0.97929,0.97059,0.97922,0.53842,1.58597,0.69556,0.97523,0.000119,0.000119,0.000119
97,5809.75,0.79222,0.61325,0.84563,0.97976,0.97059,0.97968,0.5362,1.5948,0.69958,0.978,9.92e-05,9.92e-05,9.92e-05
98,5868.08,0.82518,0.59299,0.82743,0.98015,0.97059,0.97989,0.52732,1.62129,0.7102,0.98606,7.94e-05,7.94e-05,7.94e-05
99,5927.09,0.77621,0.58514,0.84242,0.98382,0.97059,0.98027,0.51874,1.65247,0.7201,0.99419,5.96e-05,5.96e-05,5.96e-05
100,5987.96,0.83072,0.61655,0.8619,0.98625,0.97059,0.98054,0.51203,1.67634,0.72596,0.99971,3.98e-05,3.98e-05,3.98e-05
